date,title,article,url
" Kamis, 19 Okt 2023 12:21 ","IHSG Sesi I Melemah -0,74 Persen di Level 6.876","
                            Pasardana.id - Pada penutupan perdagangan sesi 1 di Bursa Efek Indonesia (BEI), Kamis (19/10/2023) siang ini, Indeks Harga Saham Gabungan (IHSG) ditutup melemah -0,74 Persen atau turun -51,301 basis point di level 6.876,605.
IHSG bergerak variatif dari batas bawah di level 6.859 hingga batas atas pada level 6.927 setelah dibuka pada level 6.927 pagi ini.
Sebanyak 150 saham menguat, 375 saham melemah, dan sisanya stagnan. Adapun saham BMRI, BREN, dan BBRI menjadi tiga saham dengan jumlah nilai transaksi terbesar.
IDXENERGY turun -0,63%, IDXBASIC -1,31%, IDXINDUST -0,52%, IDXCYCLIC -0,87%, IDXNONCYC -0,99%, IDXHEALTH naik 0,14%, IDXFINANCE -1,05%, IDXPROPERT -1,25%, IDXTECHNO naik 0,28%, IDXINFRA naik 0,92%, dan IDXTRANS -1,31%.
Di sisi lain, Indeks LQ45 tercatat turun -0,91% menjadi 916,967. Sedangkan indeks Jakarta Islamic Index (JII) melemah -0,99% ke 543,420.
Sementara Indeks IDX30 melemah -0,86% ke 473,314. Sedangkan index MNC36 terpantau turun -1,02% ke level 354,284.
                        ",https://pasardana.id/news/2023/10/19/ihsg-sesi-i-melemah-0-74-persen-di-level-6876/
" Rabu, 18 Okt 2023 16:42 ","Ditutup di Level 6.927, IHSG Rabu Melemah -0,17 Persen","
                            Pasardana.id - Indeks Harga Saham Gabungan (IHSG) pada penutupan perdagangan sore ini, Rabu (18/10/2023) berakhir melemah di zona merah setelah turun -11,709 basis point atau terkoreksi -0,17% di level 6.927,906.
IHSG bergerak variatif dari batas bawah di level 6.908 hingga batas atas pada level 6.968 setelah dibuka pada level 6.939.
IDXENERGY menguat 0,32%, IDXBASIC naik 0,60%, IDXINDUST -0,28%, IDXCYCLIC -0,65%, IDXNONCYC -0,30%, IDXHEALTH naik 0,56%, IDXFINANCE -0,53%, IDXPROPERT -0,18%, IDXTECHNO -0,47%, IDXINFRA naik 1,99%, dan IDXTRANS naik 0,27%.
Saham-saham yang tergolong top gainer antara lain; ICON Naik 19 point atau menguat 34,54% ke level 74. MARI menguat 34,17% atau naik 27 point ke level 106. HADE Naik 1 point atau menguat 25,00% ke level 5. MPXL Naik 54 point atau menguat 24,54% ke level 274. PEGE Naik 58 point atau menguat 24,36% ke level 296.
Saham-saham yang tergolong top losser antara lain; DOID turun -117 point atau melemah -21,86% ke level 418. HATM  melemah -20,95% atau koreksi -70 point ke level 264. SGER terkoreksi -480 point atau melemah -18,25% ke level 2.150. SINI turun -155 point atau melemah -15,34% ke level 855. BESS melemah -21 point atau turun -12,96% ke level 141.
Di sisi lain, Indeks LQ45 tercatat turun -0,77% ke level 925,416. Sedangkan, JII melemah -0,16% ke level 548,854.
Selanjutnya, IDX30 ditutup turun -0,82% ke level 477,399. Sementara IDX80 tercatat melemah -0,67% ke level 128,324.
                        ",https://pasardana.id/news/2023/10/18/ditutup-di-level-6927-ihsg-rabu-melemah-0-17-persen/
" Rabu, 18 Okt 2023 12:14 ","IHSG Sesi I Melemah -0,23 Persen di Level 6.923","
                            Pasardana.id - Pada penutupan perdagangan sesi 1 di Bursa Efek Indonesia (BEI), Rabu (18/10/2023) siang ini, Indeks Harga Saham Gabungan (IHSG) ditutup melemah -0,23 Persen atau turun -15,856 basis point di level 6.923,759.
IHSG bergerak variatif dari batas bawah di level 6.908 hingga batas atas pada level 6.968 setelah dibuka pada level 6.939 pagi ini.
Sebanyak 226 saham menguat, 290 saham melemah, dan sisanya stagnan. Adapun saham BREN, BMRI, dan AMMN menjadi tiga saham dengan jumlah nilai transaksi terbesar.
IDXENERGY naik 0,17%, IDXBASIC naik 0,21%, IDXINDUST naik 0,10%, IDXCYCLIC -0,93%, IDXNONCYC -0,77%, IDXHEALTH -0,03%, IDXFINANCE -0,43%, IDXPROPERT naik 0,18%, IDXTECHNO -0,63%, IDXINFRA -0,52%, dan IDXTRANS -0,03%.
Di sisi lain, Indeks LQ45 tercatat turun -0,53% menjadi 927,701. Sedangkan indeks Jakarta Islamic Index (JII) melemah -0,37% ke 547,702.
Sementara Indeks IDX30 melemah -0,50% ke 478,904. Sedangkan index MNC36 terpantau turun -0,50% ke level 358,859.
                        ",https://pasardana.id/news/2023/10/18/ihsg-sesi-i-melemah-0-23-persen-di-level-6923/
" Selasa, 17 Okt 2023 16:30 ","Ditutup ke Level 6.939, IHSG Selasa Menguat 0,63 Persen","
                            Pasardana.id - Indeks Harga Saham Gabungan (IHSG) pada penutupan perdagangan sore ini, Selasa (17/10/2023) berhasil menguat ke zona hijau dengan naik 43,323 basis point atau meningkat 0,63% ke level 6.939,615.
IHSG bergerak variatif dari batas bawah di level 6.892 hingga batas atas pada level 6.948 setelah dibuka pada level 6.896.
IDXENERGY menguat 0,81%, IDXBASIC naik 0,92%, IDXINDUST -0,29%, IDXCYCLIC -0,47%, IDXNONCYC naik 1,39%, IDXHEALTH naik 1,30%, IDXFINANCE -0,10%, IDXPROPERT naik 0,48%, IDXTECHNO -0,35%, IDXINFRA naik 7,54%, dan IDXTRANS -0,19%.
Saham-saham yang tergolong top gainer antara lain; SATU Naik 34 point atau menguat 34,69% ke level 132. RICY menguat 24,86% atau naik 28 point ke level 125. BREN Naik 680 point atau menguat 24,72% ke level 3.430. PCAR Naik 15 point atau menguat 18,29% ke level 97. ARTA Naik 265 point atau menguat 17,20% ke level 1.805.
Saham-saham yang tergolong top losser antara lain; STRK turun -57 point atau melemah -25,00% ke level 171. HATM  melemah -15,65% atau koreksi -62 point ke level 334. MPRO terkoreksi -250 point atau melemah -10,41% ke level 2.150. MARI turun -9 point atau melemah -10,22% ke level 79. TARA melemah -1 point atau turun -10,00% ke level 9.
Di sisi lain, Indeks LQ45 tercatat turun -0,26% ke level 932,629. Sedangkan, JII menguat 0,79% ke level 549,743.
Selanjutnya, IDX30 ditutup turun -0,32% ke level 481,335. Sementara IDX80 tercatat menguat 0,07% ke level 129,192.
                        ",https://pasardana.id/news/2023/10/17/ditutup-ke-level-6939-ihsg-selasa-menguat-0-63-persen/
" Selasa, 17 Okt 2023 12:14 ","IHSG Sesi I Menguat 0,26 Persen ke Level 6.914","
                            Pasardana.id - Pada penutupan perdagangan sesi 1 di Bursa Efek Indonesia (BEI), Selasa (17/10/2023) siang ini, Indeks Harga Saham Gabungan (IHSG) ditutup menguat 0,26 Persen atau naik 18,131 basis point ke level 6.914,423.
IHSG bergerak variatif dari batas bawah di level 6.892 hingga batas atas pada level 6.934 setelah dibuka pada level 6.896 pagi ini.
Sebanyak 269 saham menguat, 227 saham melemah, dan sisanya stagnan. Adapun saham BREN, BBRI, dan BMRI menjadi tiga saham dengan jumlah nilai transaksi terbesar.
IDXENERGY naik 0,30%, IDXBASIC naik 0,53%, IDXINDUST -0,21%, IDXCYCLIC -0,14%, IDXNONCYC naik 1,28%, IDXHEALTH naik 0,79%, IDXFINANCE -0,29%, IDXPROPERT naik 0,59%, IDXTECHNO -0,42%, IDXINFRA naik 6,17%, dan IDXTRANS naik 0,58%.
Di sisi lain, Indeks LQ45 tercatat turun -0,33% menjadi 931,964. Sedangkan indeks Jakarta Islamic Index (JII) menguat 0,60% ke 548,715.
Sementara Indeks IDX30 melemah -0,39% ke 481,023. Sedangkan index MNC36 terpantau turun -0,45% ke level 360,189.
                        ",https://pasardana.id/news/2023/10/17/ihsg-sesi-i-menguat-0-26-persen-ke-level-6914/
" Senin, 16 Okt 2023 16:25 ","Ditutup di Level 6.896, IHSG Awal Pekan Melemah -0,44 Persen","
                            Pasardana.id - Indeks Harga Saham Gabungan (IHSG) pada penutupan perdagangan sore awal pekan ini, Senin (16/10/2023) berakhir melemah di zona merah dengan turun -30,488 basis point atau terkoreksi -0,44% di level 6.896,292.
IHSG bergerak variatif dari batas bawah di level 6.878 hingga batas atas pada level 6.970 setelah dibuka pada level 6.926.
IDXENERGY menguat 0,28%, IDXBASIC -0,76%, IDXINDUST -0,37%, IDXCYCLIC -0,97%, IDXNONCYC -0,72%, IDXHEALTH naik 0,18%, IDXFINANCE -0,16%, IDXPROPERT -1,52%, IDXTECHNO -0,69%, IDXINFRA naik 2,94%, dan IDXTRANS -1,01%.
Saham-saham yang tergolong top gainer antara lain; AKSI Naik 45 point atau menguat 34,61% ke level 175. PCAR menguat 34,42% atau naik 21 point ke level 82. HADE Naik 1 point atau menguat 33,33% ke level 4. JAWA Naik 44 point atau menguat 24,44% ke level 224. CITY Naik 18 point atau menguat 24,00% ke level 93.
Saham-saham yang tergolong top losser antara lain; KOKA turun -37 point atau melemah -25,69% ke level 107. STRK melemah -25,00% atau koreksi -76 point ke level 228. BUKK terkoreksi -190 point atau melemah -16,30% ke level 975. SINI turun -190 point atau melemah -16,30% ke level 975. SNLK melemah -95 point atau turun -15,96% ke level 500.
Di sisi lain, Indeks LQ45 tercatat turun -0,48% ke level 935,059. Sedangkan, JII melemah -0,45% ke level 545,457.
Selanjutnya, IDX30 ditutup turun -0,41% ke level 482,897. Sementara IDX80 tercatat melemah -0,48% ke level 129,100.
                        ",https://pasardana.id/news/2023/10/16/ditutup-di-level-6896-ihsg-awal-pekan-melemah-0-44-persen/
" Senin, 16 Okt 2023 12:13 ","IHSG Sesi I Melemah -0,28 Persen di Level 6.907","
                            Pasardana.id - Pada penutupan perdagangan sesi 1 di Bursa Efek Indonesia (BEI), Senin (16/10/2023) siang ini, Indeks Harga Saham Gabungan (IHSG) ditutup melemah -0,28% atau turun 19,727 basis point di level 6.907,053.
IHSG bergerak variatif dari batas bawah di level 6.892 hingga batas atas pada level 6.970 setelah dibuka pada level 6.926 pagi ini.
Sebanyak 177 saham menguat, 355 saham melemah, dan sisanya stagnan. Adapun saham GOTO, AMMN, dan MEDC menjadi tiga saham dengan jumlah nilai transaksi terbesar.
IDXENERGY Naik 0,61%, IDXBASIC -0,75%, IDXINDUST -0,29%, IDXCYCLIC -0,97%, IDXNONCYC -0,14%, IDXHEALTH Naik 0,22%, IDXFINANCE -0,59%, IDXPROPERT -0,95%, IDXTECHNO -2,40%, IDXINFRA Naik 5,06%, dan IDXTRANS -1,53%.
Di sisi lain, Indeks LQ45 tercatat turun -0,57% menjadi 934,226. Sedangkan indeks Jakarta Islamic Index (JII) melemah -0,24% ke 546,605.
Sementara Indeks IDX30 melemah -0,54% ke 482,253. Sedangkan index MNC36 terpantau Turun -0,19% ke level 362,684.
                        ",https://pasardana.id/news/2023/10/16/ihsg-sesi-i-melemah-0-28-persen-di-level-6907/
" Jumat, 13 Okt 2023 16:30 ","Ditutup di Level 6.926, IHSG Akhir Pekan Melemah -0,12 Persen","
                            Pasardana.id - Indeks Harga Saham Gabungan (IHSG) pada penutupan perdagangan sore akhir pekan ini, Jumat (13/10/2023) berakhir melemah di zona merah dengan turun -8,371 basis point atau terkoreksi -0,12% di level 6.926,780.
IHSG bergerak variatif dari batas bawah di level 6.902 hingga batas atas pada level 6.973 setelah dibuka pada level 6.935.
IDXENERGY menguat 0,54%, IDXBASIC -0,31%, IDXINDUST -0,10%, IDXCYCLIC -0,62%, IDXNONCYC naik 0,36%, IDXHEALTH -0,25%, IDXFINANCE -0,75%, IDXPROPERT -1,20%, IDXTECHNO -2,90%, IDXINFRA naik 4,19%, dan IDXTRANS -0,72%.
Saham-saham yang tergolong top gainer antara lain; JAWA Naik 46 point atau menguat 34,32% ke level 180. FIRE menguat 34,30% atau naik 47 point ke level 184. URBN Naik 35 point atau menguat 28,68% ke level 157. UNIQ Naik 37 point atau menguat 27,81% ke level 170. PRIM Naik 23 point atau menguat 25,55% ke level 113.
Saham-saham yang tergolong top losser antara lain; HADE turun -1 point atau melemah -25,00% ke level 3. HOMI melemah -24,76% atau koreksi -104 point ke level 316. AKSI terkoreksi -38 point atau melemah -22,61% ke level 130. OPMS turun -13 point atau melemah -17,56% ke level 61. IPTV melemah -8 point atau turun -11,76% ke level 60.
Di sisi lain, Indeks LQ45 tercatat turun -0,41% ke level 939,554. Sedangkan, JII menguat 0,34% ke level 547,912.
Selanjutnya, IDX30 ditutup turun -0,40% ke level 484,875. Sementara IDX80 tercatat melemah -0,51% ke level 129,723.
                        ",https://pasardana.id/news/2023/10/13/ditutup-di-level-6926-ihsg-akhir-pekan-melemah-0-12-persen/
" Jumat, 13 Okt 2023 12:18 ","IHSG Sesi I Menguat 0,15 Persen ke Level 6.945","
                            Pasardana.id - Pada penutupan perdagangan sesi 1 di Bursa Efek Indonesia (BEI), Jumat (13/10/2023) siang ini, Indeks Harga Saham Gabungan (IHSG) ditutup menguat 0,15 Persen atau naik 10,649 basis point ke level 6.945,800.
IHSG bergerak variatif dari batas bawah di level 6.933 hingga batas atas pada level 6.973 setelah dibuka pada level 6.935 pagi ini.
Sebanyak 217 saham menguat, 281 saham melemah, dan sisanya stagnan. Adapun saham GOTO, BBCA, dan AMMN menjadi tiga saham dengan jumlah nilai transaksi terbesar.
IDXENERGY naik 0,25%, IDXBASIC -0,02%, IDXINDUST naik 0,34%, IDXCYCLIC -0,55%, IDXNONCYC naik 0,29%, IDXHEALTH -0,16%, IDXFINANCE -0,49%, IDXPROPERT -1,04%, IDXTECHNO -1,39%, IDXINFRA naik 4,78%, dan IDXTRANS naik 0,20%.
Di sisi lain, Indeks LQ45 tercatat naik 0,03% menjadi 943,729. Sedangkan indeks Jakarta Islamic Index (JII) menguat 0,53% ke 548,958.
Sementara Indeks IDX30 menguat 0,08% ke 487,187. Sedangkan index MNC36 terpantau naik 0,10% ke level 364,525.
                        ",https://pasardana.id/news/2023/10/13/ihsg-sesi-i-menguat-0-15-persen-ke-level-6945/
" Kamis, 12 Okt 2023 16:55 ","Ditutup ke Level 6.935, IHSG Kamis Menguat 0,05 Persen","
                            Pasardana.id - Indeks Harga Saham Gabungan (IHSG) pada penutupan perdagangan sore ini, Kamis (12/10/2023) berhasil menguat ke zona hijau dengan naik 3,398 basis point atau ditutup positif 0,05% ke level 6.935,151.
IHSG bergerak variatif dari batas bawah di level 6.931 hingga batas atas pada level 6.986 setelah dibuka pada level 6.931.
IDXENERGY melemah -0,90%, IDXBASIC -1,40%, IDXINDUST -0,27%, IDXCYCLIC naik 0,68%, IDXNONCYC -0,71%, IDXHEALTH naik 0,52%, IDXFINANCE naik 0,40%, IDXPROPERT naik 0,38%, IDXTECHNO -0,89%, IDXINFRA naik 3,76%, dan IDXTRANS 0,11%.
Saham-saham yang tergolong top gainer antara lain; BIMA Naik 32 point atau menguat 34,78% ke level 124. OPMS menguat 34,54% atau naik 19 point ke level 74. STRK Naik 62 point atau menguat 34,06% ke level 244. LRNA Naik 63 point atau menguat 34,05% ke level 248. IPTV Naik 15 point atau menguat 28,30% ke level 68.
Saham-saham yang tergolong top losser antara lain; HOMI turun -140 point atau melemah -25,00% ke level 420. MUTU melemah -18,75% atau koreksi -27 point ke level 117. KOKA terkoreksi -28 point atau melemah -16,47% ke level 142. CITY turun -12 point atau melemah -13,33% ke level 78. CITA melemah -260 point atau turun -12,38% ke level 1.840.
Di sisi lain, Indeks LQ45 tercatat turun -0,13% ke level 943,453. Sedangkan, JII melemah -0,99% ke level 546,060.
Selanjutnya, IDX30 ditutup turun -0,26% ke level 486,814. Sementara IDX80 tercatat melemah -0,38% ke level 130,392.
                        ",https://pasardana.id/news/2023/10/12/ditutup-ke-level-6935-ihsg-kamis-menguat-0-05-persen/
" Kamis, 12 Okt 2023 12:14 ","IHSG Sesi I Menguat 0,48 Persen ke Level 6.964","
                            Pasardana.id - Pada penutupan perdagangan sesi 1 di Bursa Efek Indonesia (BEI), Kamis (12/10/2023) siang ini, Indeks Harga Saham Gabungan (IHSG) ditutup menguat 0,48 Persen atau naik 33,186 basis point ke level 6.964,939.
IHSG bergerak variatif dari batas bawah di level 6.931 hingga batas atas pada level 6.986 setelah dibuka pada level 6.931 pagi ini.
Sebanyak 240 saham menguat, 291 saham melemah, dan sisanya stagnan. Adapun saham BREN, BBRI, dan AMMN menjadi tiga saham dengan jumlah nilai transaksi terbesar.
IDXENERGY turun -1,20%, IDXBASIC -0,76%, IDXINDUST naik 0,02%, IDXCYCLIC naik 0,81%, IDXNONCYC -0,28%, IDXHEALTH naik 0,88%, IDXFINANCE naik 0,56%, IDXPROPERT naik 0,12%, IDXTECHNO naik 0,38%, IDXINFRA naik 4,05%, dan IDXTRANS naik 0,84%.
Di sisi lain, Indeks LQ45 tercatat naik 0,49% menjadi 949,310. Sedangkan indeks Jakarta Islamic Index (JII) melemah -0,37% ke 549,443.
Sementara Indeks IDX30 menguat 0,44% ke 490,226. Sedangkan index MNC36 terpantau naik 0,75% ke level 365,358.
                        ",https://pasardana.id/news/2023/10/12/ihsg-sesi-i-menguat-0-48-persen-ke-level-6964/
" Rabu, 11 Okt 2023 16:35 ","Ditutup ke Level 6.931, IHSG Rabu Menguat 0,14 Persen","
                            Pasardana.id - Indeks Harga Saham Gabungan (IHSG) pada penutupan perdagangan sore ini, Rabu (11/10/2023) berhasil bertahan menguat di zona hijau dengan naik 9,565 basis point atau ditutup positif 0,14% ke level 6.931,753.
IHSG bergerak variatif dari batas bawah di level 6.914 hingga batas atas pada level 6.965 setelah dibuka pada level 6.922.
IDXENERGY melemah -0,48%, IDXBASIC -0,03%, IDXINDUST -0,25%, IDXCYCLIC naik 0,61%, IDXNONCYC -0,57%, IDXHEALTH -0,79%, IDXFINANCE -0,05%, IDXPROPERT naik 1,08%, IDXTECHNO -1,47%, IDXINFRA naik 3,50%, dan IDXTRANS -0,52%.
Saham-saham yang tergolong top gainer antara lain; STRK Naik 47 point atau menguat 34,81% ke level 182. CITY menguat 34,32% atau naik 23 point ke level 90. BULL Naik 24 point atau menguat 34,28% ke level 94. KOKA Naik 42 point atau menguat 32,81% ke level 170. IKBI Naik 103 point atau menguat 25,00% ke level 515.
Saham-saham yang tergolong top losser antara lain; SRAJ turun -100 point atau melemah -13,69% ke level 630. PDES melemah -9,64% atau koreksi -38 point ke level 356. LPCK terkoreksi -80 point atau melemah -8,69% ke level 840. CITA turun -200 point atau melemah -8,69% ke level 2.100. SKLT melemah -400 point atau turun -7,92% ke level 4.650.
Di sisi lain, Indeks LQ45 tercatat turun -0,18% ke level 944,692. Sedangkan, JII melemah -0,57% ke level 551,499.
Selanjutnya, IDX30 ditutup turun -0,20% ke level 488,069. Sementara IDX80 tercatat melemah -0,27% ke level 130,890.
                        ",https://pasardana.id/news/2023/10/11/ditutup-ke-level-6931-ihsg-rabu-menguat-0-14-persen/
" Rabu, 11 Okt 2023 12:18 ","IHSG Sesi I Menguat 0,32 Persen ke Level 6.944","
                            Pasardana.id - Pada penutupan perdagangan sesi 1 di Bursa Efek Indonesia (BEI), Rabu (11/10/2023) siang ini, Indeks Harga Saham Gabungan (IHSG) ditutup menguat 0,32 Persen atau naik 21,988 basis point ke level 6.944,176.
IHSG bergerak variatif dari batas bawah di level 6.914 hingga batas atas pada level 6.965 setelah dibuka pada level 6.922 pagi ini.
Sebanyak 285 saham menguat, 219 saham melemah, dan sisanya stagnan. Adapun saham AMMN, BBCA, dan GOTO menjadi tiga saham dengan jumlah nilai transaksi terbesar.
IDXENERGY naik 0,14%, IDXBASIC naik 0,52%, IDXINDUST -0,44%, IDXCYCLIC naik 0,54%, IDXNONCYC naik 0,02%, IDXHEALTH -0,61%, IDXFINANCE -0,09%, IDXPROPERT naik 0,82%, IDXTECHNO -0,63%, IDXINFRA naik 3,95%, dan IDXTRANS naik 0,37%.
Di sisi lain, Indeks LQ45 tercatat naik 0,11% menjadi 947,362. Sedangkan indeks Jakarta Islamic Index (JII) menguat 0,06% ke 555,001.
Sementara Indeks IDX30 menguat 0,08% ke 489,425. Sedangkan index MNC36 terpantau naik 0,13% ke level 363,186.
                        ",https://pasardana.id/news/2023/10/11/ihsg-sesi-i-menguat-0-32-persen-ke-level-6944/
" Selasa, 10 Okt 2023 16:37 ","Ditutup ke Level 6.922, IHSG Selasa Menguat 0,45 Persen","
                            Pasardana.id - Indeks Harga Saham Gabungan (IHSG) pada penutupan perdagangan sore ini, Selasa (10/10/2023) berhasil menguat ke zona hijau dengan naik 30,733 basis point atau ditutup positif 0,44% ke level 6.922,188.
IHSG bergerak variatif dari batas bawah di level 6.891 hingga batas atas pada level 6.954 setelah dibuka pada level 6.891.
IDXENERGY naik 0,90%, IDXBASIC naik 0,19%, IDXINDUST naik 0,28%, IDXCYCLIC naik 0,57%, IDXNONCYC -0,08%, IDXHEALTH -0,74%, IDXFINANCE naik 0,39%, IDXPROPERT -0,01%, IDXTECHNO -0,17%, IDXINFRA naik 3,21%, dan IDXTRANS -0,37%.
Saham-saham yang tergolong top gainer antara lain; STRK Naik 35 point atau menguat 35,00% ke level 135. SEMA menguat 35,00% atau naik 35 point ke level 135. FIRE Naik 29 point atau menguat 34,11% ke level 114. CITY Naik 17 point atau menguat 34,00% ke level 67. UNIQ Naik 29 point atau menguat 26,12% ke level 140.
Saham-saham yang tergolong top losser antara lain; PTPS turun -25 point atau melemah -19,37% ke level 104. CYBR melemah -13,70% atau koreksi -34 point ke level 214. MIRA terkoreksi -1 point atau melemah -11,11% ke level 8. IKBI turun -50 point atau melemah -10,82% ke level 412. EMDE melemah -16 point atau turun -10,06% ke level 143.
Di sisi lain, Indeks LQ45 tercatat naik 0,19% ke level 946,364. Sedangkan, JII melemah -0,32% ke level 554,663.
Selanjutnya, IDX30 ditutup naik 0,20% ke level 489,057. Sementara IDX80 tercatat menguat 0,26% ke level 131,247.
                        ",https://pasardana.id/news/2023/10/10/ditutup-ke-level-6922-ihsg-selasa-menguat-0-45-persen/
" Selasa, 10 Okt 2023 12:24 ","IHSG Sesi I Menguat 0,71 Persen ke Level 6.940","
                            Pasardana.id - Pada penutupan perdagangan sesi 1 di Bursa Efek Indonesia (BEI), Selasa (10/10/2023) siang ini, Indeks Harga Saham Gabungan (IHSG) ditutup menguat 0,71 Persen atau naik 49,266 basis point ke level 6.940,721.
IHSG bergerak variatif dari batas bawah di level 6.891 hingga batas atas pada level 6.949 setelah dibuka pada level 6.891 pagi ini.
Sebanyak 305 saham menguat, 202 saham melemah, dan sisanya stagnan. Adapun saham BBCA, BBRI, dan AMMN menjadi tiga saham dengan jumlah nilai transaksi terbesar.
IDXENERGY naik 0,88%, IDXBASIC naik 0,82%, IDXINDUST naik 0,10%, IDXCYCLIC naik 0,33%, IDXNONCYC naik 0,40%, IDXHEALTH -0,38%, IDXFINANCE naik 0,23%, IDXPROPERT naik 0,40%, IDXTECHNO naik 0,184 point, IDXINFRA naik 3,21%, dan IDXTRANS naik 0,03%.
Di sisi lain, Indeks LQ45 tercatat naik 0,67% menjadi 950,884. Sedangkan indeks Jakarta Islamic Index (JII) menguat 0,46% ke 559,016.
Sementara Indeks IDX30 menguat 0,72% ke 491,564. Sedangkan index MNC36 terpantau naik 0,90% ke level 364,031.
                        ",https://pasardana.id/news/2023/10/10/ihsg-sesi-i-menguat-0-71-persen-ke-level-6940/
" Senin, 09 Okt 2023 16:30 ","Ditutup ke Level 6.891, IHSG Awal Pekan Menguat 0,04 Persen","
                            Pasardana.id - Indeks Harga Saham Gabungan (IHSG) pada penutupan perdagangan sore awal pekan ini, Senin (9/10/2023) berhasil menguat ke zona hijau dengan naik 2,937 basis point atau ditutup positif 0,04% ke level 6.891,455.
IHSG bergerak variatif dari batas bawah di level 6.880 hingga batas atas pada level 6.929 setelah dibuka pada level 6.888.
IDXENERGY naik 2,88%, IDXBASIC naik 1,04%, IDXINDUST naik 0,45%, IDXCYCLIC naik 0,05%, IDXNONCYC -1,14%, IDXHEALTH -2,15%, IDXFINANCE -0,55%, IDXPROPERT -0,54%, IDXTECHNO -0,42%, IDXINFRA naik 2,46%, dan IDXTRANS naik 0,35%.
Saham-saham yang tergolong top gainer antara lain; BREN Naik 195 point atau menguat 25,00% ke level 975. APEX menguat 24,52% atau naik 52 point ke level 264. SIPD Naik 175 point atau menguat 20,83% ke level 1.015. TBMS Naik 250 point atau menguat 14,70% ke level 1.950. DOOH Naik 25 point atau menguat 13,51% ke level 210.
Saham-saham yang tergolong top losser antara lain; PTPS turun -69 point atau melemah -34,84% ke level 129. JMAS melemah -25,96% atau koreksi -27 point ke level 77. MITI terkoreksi -106 point atau melemah -24,65% ke level 324. SKBM turun -116 point atau melemah -24,47% ke level 358. IOTF melemah -32 point atau turun -23,70% ke level 103.
Di sisi lain, Indeks LQ45 tercatat turun -0,20% ke level 944,576. Sedangkan, JII menguat 0,48% ke level 556,465.
Selanjutnya, IDX30 ditutup turun -0,11% ke level 488,069. Sementara IDX80 tercatat melemah -0,07% ke level 130,910.
                        ",https://pasardana.id/news/2023/10/9/ditutup-ke-level-6891-ihsg-awal-pekan-menguat-0-04-persen/
" Senin, 09 Okt 2023 12:14 ","IHSG Sesi I Menguat 0,32 Persen ke Level 6.910","
                            Pasardana.id - Pada penutupan perdagangan sesi 1 di Bursa Efek Indonesia (BEI), Senin (9/10/2023) siang ini, Indeks Harga Saham Gabungan (IHSG) ditutup menguat 0,32 Persen atau naik 22,203 basis point ke level 6.910,721.
IHSG bergerak variatif dari batas bawah di level 6.888 hingga batas atas pada level 6.929 setelah dibuka pada level 6.888 pagi ini.
Sebanyak 251 saham menguat, 269 saham melemah, dan sisanya stagnan. Adapun saham AMMN, PGEO, dan BBRI menjadi tiga saham dengan jumlah nilai transaksi terbesar.
IDXENERGY naik 2,37%, IDXBASIC naik 1,03%, IDXINDUST naik 0,66%, IDXCYCLIC naik 0,37%, IDXNONCYC -0,96%, IDXHEALTH -2,33%, IDXFINANCE -0,38%, IDXPROPERT naik 0,02%, IDXTECHNO -0,35%, IDXINFRA naik 2,47%, dan IDXTRANS naik 0,29%.
Di sisi lain, Indeks LQ45 tercatat naik 0,23% menjadi 948,645. Sedangkan indeks Jakarta Islamic Index (JII) menguat 0,48% ke 556,498.
Sementara Indeks IDX30 menguat 0,34% ke 490,301. Sedangkan index MNC36 terpantau naik 0,40% ke level 362,645.
                        ",https://pasardana.id/news/2023/10/9/ihsg-sesi-i-menguat-0-32-persen-ke-level-6910/
